abilities,résistance,attack,base_egg_steps,base_total,capture_rate,classfication,defense,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary
['Defeatist'],"19,5",140,7680,567,45,First Bird Pokémon,65,75,Archeops,"88,1",567,112,65,110,rock,flying,5,0
"['Stench', 'Sticky Hold', 'Aftermath']","17,5",50,5120,329,190,Trash Bag Pokémon,62,50,Trubbish,50,568,40,62,65,poison,,5,0
"['Stench', 'Weak Armor', 'Aftermath']","17,5",95,5120,474,60,Trash Heap Pokémon,82,80,Garbodor,50,569,60,82,75,poison,,5,0
['Illusion'],19,65,6400,330,75,Tricky Fox Pokémon,40,40,Zorua,"88,1",570,80,40,65,dark,,5,0
['Illusion'],19,105,5120,510,45,Illusion Fox Pokémon,60,60,Zoroark,"88,1",571,120,60,105,dark,,5,0
"['Cute Charm', 'Technician', 'Skill Link']",18,50,3840,300,255,Chinchilla Pokémon,40,55,Minccino,"24,6",572,40,40,75,normal,,5,0
"['Cute Charm', 'Technician', 'Skill Link']",18,95,3840,470,60,Scarf Pokémon,60,75,Cinccino,"24,6",573,65,60,115,normal,,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",20,30,5120,290,200,Fixation Pokémon,50,45,Gothita,"24,6",574,55,65,45,psychic,,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",20,45,5120,390,100,Manipulate Pokémon,70,60,Gothorita,"24,6",575,75,85,55,psychic,,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",20,55,5120,490,50,Astral Body Pokémon,95,70,Gothitelle,"24,6",576,95,110,65,psychic,,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",20,30,5120,290,200,Cell Pokémon,40,45,Solosis,50,577,105,50,20,psychic,,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",20,40,5120,370,100,Mitosis Pokémon,50,65,Duosion,50,578,125,60,30,psychic,,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",20,65,5120,490,50,Multiplying Pokémon,75,110,Reuniclus,50,579,125,85,30,psychic,,5,0
"['Keen Eye', 'Big Pecks', 'Hydration']","18,5",44,5120,305,190,Water Bird Pokémon,50,62,Ducklett,50,580,44,50,55,water,flying,5,0
"['Keen Eye', 'Big Pecks', 'Hydration']","18,5",87,5120,473,45,White Bird Pokémon,63,75,Swanna,50,581,87,63,98,water,flying,5,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']","21,5",50,5120,305,255,Fresh Snow Pokémon,50,36,Vanillite,50,582,65,60,44,ice,,5,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']","21,5",65,5120,395,120,Icy Snow Pokémon,65,51,Vanillish,50,583,80,75,59,ice,,5,0
"['Ice Body', 'Snow Warning', 'Weak Armor']","21,5",95,5120,535,45,Snowstorm Pokémon,85,71,Vanilluxe,50,584,110,95,79,ice,,5,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",21,60,5120,335,190,Season Pokémon,50,60,Deerling,50,585,40,50,75,normal,grass,5,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",21,100,5120,475,75,Season Pokémon,70,80,Sawsbuck,50,586,60,70,95,normal,grass,5,0
"['Static', 'Motor Drive']","16,5",75,5120,428,200,Sky Squirrel Pokémon,60,55,Emolga,50,587,75,60,103,electric,flying,5,0
"['Swarm', 'Shed Skin', 'No Guard']","19,5",75,3840,315,200,Clamping Pokémon,45,50,Karrablast,50,588,40,45,60,bug,,5,0
"['Swarm', 'Shell Armor', 'Overcoat']","15,75",135,3840,495,75,Cavalry Pokémon,105,70,Escavalier,50,589,60,105,20,bug,steel,5,0
"['Effect Spore', 'Regenerator']","19,25",55,5120,294,190,Mushroom Pokémon,45,69,Foongus,50,590,55,55,15,grass,poison,5,0
"['Effect Spore', 'Regenerator']","19,25",85,5120,464,75,Mushroom Pokémon,70,114,Amoonguss,50,591,85,80,30,grass,poison,5,0
"['Water Absorb', 'Cursed Body', 'Damp']",17,40,5120,335,190,Floating Pokémon,50,55,Frillish,50,592,65,85,40,water,ghost,5,0
"['Water Absorb', 'Cursed Body', 'Damp']",17,60,5120,480,60,Floating Pokémon,70,100,Jellicent,50,593,85,105,60,water,ghost,5,0
"['Healer', 'Hydration', 'Regenerator']",18,75,10240,470,75,Caring Pokémon,80,165,Alomomola,50,594,40,45,65,water,,5,0
"['Compoundeyes', 'Unnerve', 'Swarm']",18,47,5120,319,190,Attaching Pokémon,50,50,Joltik,50,595,57,50,65,bug,electric,5,0
"['Compoundeyes', 'Unnerve', 'Swarm']",18,77,5120,472,75,EleSpider Pokémon,60,70,Galvantula,50,596,97,60,108,bug,electric,5,0
['Iron Barbs'],"16,25",50,5120,305,255,Thorn Seed Pokémon,91,44,Ferroseed,50,597,24,86,10,grass,steel,5,0
"['Iron Barbs', 'Anticipation']","16,25",94,5120,489,90,Thorn Pod Pokémon,131,74,Ferrothorn,50,598,54,116,20,grass,steel,5,0
"['Plus', 'Minus', 'Clear Body']",15,55,5120,300,130,Gear Pokémon,70,40,Klink,,599,45,60,30,steel,,5,0
"['Plus', 'Minus', 'Clear Body']",15,80,5120,440,60,Gear Pokémon,95,60,Klang,,600,70,85,50,steel,,5,0
"['Plus', 'Minus', 'Clear Body']",15,100,5120,520,30,Gear Pokémon,115,60,Klinklang,,601,70,85,90,steel,,5,0
['Levitate'],"17,5",55,5120,275,190,EleFish Pokémon,40,35,Tynamo,50,602,45,40,60,electric,,5,0
['Levitate'],"17,5",85,5120,405,60,EleFish Pokémon,70,65,Eelektrik,50,603,75,70,40,electric,,5,0
['Levitate'],"17,5",115,5120,515,30,EleFish Pokémon,80,85,Eelektross,50,604,105,80,50,electric,,5,0
"['Telepathy', 'Synchronize', 'Analytic']",20,55,5120,335,255,Cerebral Pokémon,55,55,Elgyem,50,605,85,55,30,psychic,,5,0
"['Telepathy', 'Synchronize', 'Analytic']",20,75,5120,485,90,Cerebral Pokémon,75,75,Beheeyem,50,606,125,95,40,psychic,,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']","17,25",30,5120,275,190,Candle Pokémon,55,50,Litwick,50,607,65,55,20,ghost,fire,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']","17,25",40,5120,370,90,Lamp Pokémon,60,60,Lampent,50,608,95,60,55,ghost,fire,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']","17,25",55,5120,520,45,Luring Pokémon,90,60,Chandelure,50,609,145,90,80,ghost,fire,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",19,87,10240,320,75,Tusk Pokémon,60,46,Axew,50,610,30,40,57,dragon,,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",19,117,10240,410,60,Axe Jaw Pokémon,70,66,Fraxure,50,611,40,50,67,dragon,,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",19,147,10240,540,45,Axe Jaw Pokémon,90,76,Haxorus,50,612,60,70,97,dragon,,5,0
"['Snow Cloak', 'Slush Rush', 'Rattled']","21,5",70,5120,305,120,Chill Pokémon,40,55,Cubchoo,50,613,60,40,40,ice,,5,0
"['Snow Cloak', 'Slush Rush', 'Swift Swim']","21,5",130,5120,505,60,Freezing Pokémon,80,95,Beartic,50,614,70,80,50,ice,,5,0
['Levitate'],"21,5",50,6400,515,25,Crystallizing Pokémon,50,80,Cryogonal,,615,95,135,105,ice,,5,0
"['Hydration', 'Shell Armor', 'Overcoat']","19,5",40,3840,305,200,Snail Pokémon,85,50,Shelmet,50,616,40,65,25,bug,,5,0
"['Hydration', 'Sticky Hold', 'Unburden']","19,5",70,3840,495,75,Shell Out Pokémon,40,80,Accelgor,50,617,100,60,145,bug,,5,0
"['Static', 'Limber', 'Sand Veil']",19,66,5120,471,75,Trap Pokémon,84,109,Stunfisk,50,618,81,99,32,ground,electric,5,0
"['Inner Focus', 'Regenerator', 'Reckless']","19,5",85,6400,350,180,Martial Arts Pokémon,50,45,Mienfoo,50,619,55,50,65,fighting,,5,0
"['Inner Focus', 'Regenerator', 'Reckless']","19,5",125,6400,510,45,Martial Arts Pokémon,60,65,Mienshao,50,620,95,60,105,fighting,,5,0
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",19,120,7680,485,45,Cave Pokémon,90,77,Druddigon,50,621,60,90,48,dragon,,5,0
"['Iron Fist', 'Klutz', 'No Guard']","18,25",74,6400,303,190,Automaton Pokémon,50,59,Golett,,622,35,50,35,ground,ghost,5,0
"['Iron Fist', 'Klutz', 'No Guard']","18,25",124,6400,483,90,Automaton Pokémon,80,89,Golurk,,623,55,80,55,ground,ghost,5,0
"['Defiant', 'Inner Focus', 'Pressure']","16,5",85,5120,340,120,Sharp Blade Pokémon,70,45,Pawniard,50,624,40,40,60,dark,steel,5,0
"['Defiant', 'Inner Focus', 'Pressure']","16,5",125,5120,490,45,Sword Blade Pokémon,100,65,Bisharp,50,625,60,70,70,dark,steel,5,0
"['Reckless', 'Sap Sipper', 'Soundproof']",18,110,5120,490,45,Bash Buffalo Pokémon,95,95,Bouffalant,50,626,40,95,55,normal,,5,0
"['Keen Eye', 'Sheer Force', 'Hustle']",18,83,5120,350,190,Eaglet Pokémon,50,70,Rufflet,100,627,37,50,60,normal,flying,5,0
"['Keen Eye', 'Sheer Force', 'Defiant']",18,123,5120,510,60,Valiant Pokémon,75,100,Braviary,100,628,57,75,80,normal,flying,5,0
"['Big Pecks', 'Overcoat', 'Weak Armor']","18,5",55,5120,370,190,Diapered Pokémon,75,70,Vullaby,0,629,45,65,60,dark,flying,5,0
"['Big Pecks', 'Overcoat', 'Weak Armor']","18,5",65,5120,510,60,Bone Vulture Pokémon,105,110,Mandibuzz,0,630,55,95,80,dark,flying,5,0
"['Gluttony', 'Flash Fire', 'White Smoke']",18,97,5120,484,90,Anteater Pokémon,66,85,Heatmor,50,631,105,66,65,fire,,5,0
"['Swarm', 'Hustle', 'Truant']","15,75",109,5120,484,90,Iron Ant Pokémon,112,58,Durant,50,632,48,48,109,bug,steel,5,0
['Hustle'],21,65,10240,300,45,Irate Pokémon,50,52,Deino,50,633,45,50,38,dark,dragon,5,0
['Hustle'],21,85,10240,420,45,Hostile Pokémon,70,72,Zweilous,50,634,65,70,58,dark,dragon,5,0
['Levitate'],21,105,10240,600,45,Brutal Pokémon,90,92,Hydreigon,50,635,125,90,98,dark,dragon,5,0
"['Flame Body', 'Swarm']","19,75",85,10240,360,45,Torch Pokémon,55,55,Larvesta,50,636,50,55,60,bug,fire,5,0
"['Flame Body', 'Swarm']","19,75",60,10240,550,15,Sun Pokémon,65,85,Volcarona,50,637,135,105,100,bug,fire,5,0
['Justified'],"15,5",90,20480,580,3,Iron Will Pokémon,129,91,Cobalion,,638,90,72,108,steel,fighting,5,1
['Justified'],22,129,20480,580,3,Cavern Pokémon,90,91,Terrakion,,639,72,90,108,rock,fighting,5,1
['Justified'],23,90,20480,580,3,Grassland Pokémon,72,91,Virizion,,640,90,129,108,grass,fighting,5,1
"['Prankster', 'Defiant', 'Regenerator']","18,5",100,30720,580,3,Cyclone Pokémon,80,79,Tornadus,100,641,110,90,121,flying,,5,1
"['Prankster', 'Defiant', 'Volt Absorb']","16,5",105,30720,580,3,Bolt Strike Pokémon,70,79,Thundurus,100,642,145,80,101,electric,flying,5,1
['Turboblaze'],18,120,30720,680,3,Vast White Pokémon,100,100,Reshiram,,643,150,120,90,dragon,fire,5,1
['Teravolt'],"18,75",150,30720,680,3,Deep Black Pokémon,120,100,Zekrom,,644,120,100,90,dragon,electric,5,1
"['Sand Force', 'Sheer Force', 'Intimidate']","18,5",145,30720,600,3,Abundance Pokémon,90,89,Landorus,100,645,105,80,91,ground,flying,5,1
"['Pressure', 'Teravolt', 'Turboblaze']","21,5",120,30720,700,3,Boundary Pokémon,90,125,Kyurem,,646,170,100,95,dragon,ice,5,1
['Justified'],"19,5",72,20480,580,3,Colt Pokémon,90,91,Keldeo,,647,129,90,108,water,fighting,5,1
['Serene Grace'],"18,5",128,30720,600,3,Melody Pokémon,90,100,Meloetta,,648,77,77,128,normal,psychic,5,1
['Download'],"15,75",120,30720,600,3,Paleozoic Pokémon,95,71,Genesect,,649,120,95,99,bug,steel,5,1
"['Overgrow', 'Bulletproof']",21,61,5120,313,45,Spiky Nut Pokémon,65,56,Chespin,"88,1",650,48,45,38,grass,,6,0
"['Overgrow', 'Bulletproof']",21,78,5120,405,45,Spiny Armor Pokémon,95,61,Quilladin,"88,1",651,56,58,57,grass,,6,0
"['Overgrow', 'Bulletproof']",23,107,5120,530,45,Spiny Armor Pokémon,122,88,Chesnaught,"88,1",652,74,75,64,grass,fighting,6,0
"['Blaze', 'Magician']",18,45,5120,307,45,Fox Pokémon,40,40,Fennekin,"88,1",653,62,60,60,fire,,6,0
"['Blaze', 'Magician']",18,59,5120,409,45,Fox Pokémon,58,59,Braixen,"88,1",654,90,70,73,fire,,6,0
"['Blaze', 'Magician']","19,5",69,5120,534,45,Fox Pokémon,72,75,Delphox,"88,1",655,114,100,104,fire,psychic,6,0
"['Torrent', 'Protean']",18,56,5120,314,45,Bubble Frog Pokémon,40,41,Froakie,"88,1",656,62,44,71,water,,6,0
"['Torrent', 'Protean']",18,63,5120,405,45,Bubble Frog Pokémon,52,54,Frogadier,"88,1",657,83,56,97,water,,6,0
"['Torrent', 'Protean', 'Battle Bond']",19,145,5120,640,45,Ninja Pokémon,67,72,Greninja,"88,1",658,153,71,132,water,dark,6,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",18,36,3840,237,255,Digging Pokémon,38,38,Bunnelby,50,659,32,36,57,normal,,6,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",19,56,3840,423,127,Digging Pokémon,77,85,Diggersby,50,660,50,77,78,normal,ground,6,0
"['Big Pecks', 'Gale Wings']",18,50,3840,278,255,Tiny Robin Pokémon,43,45,Fletchling,50,661,40,38,62,normal,flying,6,0
"['Flame Body', 'Gale Wings']","18,5",73,3840,382,120,Ember Pokémon,55,62,Fletchinder,50,662,56,52,84,fire,flying,6,0
"['Flame Body', 'Gale Wings']","18,5",81,3840,499,45,Scorching Pokémon,71,78,Talonflame,50,663,74,69,126,fire,flying,6,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']","19,5",35,3840,200,255,Scatterdust Pokémon,40,38,Scatterbug,50,664,27,25,35,bug,,6,0
"['Shed Skin', 'Friend Guard']","19,5",22,3840,213,120,Scatterdust Pokémon,60,45,Spewpa,50,665,27,30,29,bug,,6,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",22,52,3840,411,45,Scale Pokémon,50,80,Vivillon,50,666,90,50,89,bug,flying,6,0
"['Rivalry', 'Unnerve', 'Moxie']",18,50,5120,369,220,Lion Cub Pokémon,58,62,Litleo,"11,2",667,73,54,72,fire,normal,6,0
"['Rivalry', 'Unnerve', 'Moxie']",18,68,5120,507,65,Royal Pokémon,72,86,Pyroar,"11,2",668,109,66,106,fire,normal,6,0
"['Flower Veil', 'Symbiosis']","17,5",38,5120,303,225,Single Bloom Pokémon,39,44,Flabébé,0,669,61,79,42,fairy,,6,0
"['Flower Veil', 'Symbiosis']","17,5",65,5120,551,120,Fairy Pokémon,67,74,Floette,0,670,125,128,92,fairy,,6,0
"['Flower Veil', 'Symbiosis']","17,5",65,5120,552,45,Garden Pokémon,68,78,Florges,0,671,112,154,75,fairy,,6,0
"['Sap Sipper', 'Grass Pelt']",21,65,5120,350,200,Mount Pokémon,48,66,Skiddo,50,672,62,57,52,grass,,6,0
"['Sap Sipper', 'Grass Pelt']",21,100,5120,531,45,Mount Pokémon,62,123,Gogoat,50,673,97,81,68,grass,,6,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']","19,5",82,6400,348,220,Playful Pokémon,62,67,Pancham,50,674,46,48,43,fighting,,6,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']","20,25",124,6400,495,65,Daunting Pokémon,78,95,Pangoro,50,675,69,71,58,fighting,dark,6,0
['Fur Coat'],18,80,5120,472,160,Poodle Pokémon,60,75,Furfrou,50,676,65,90,102,normal,,6,0
"['Keen Eye', 'Infiltrator', 'Own Tempo']",20,48,5120,355,190,Restraint Pokémon,54,62,Espurr,50,677,63,60,68,psychic,,6,0
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",20,48,5120,466,75,Constraint Pokémon,76,74,Meowstic,50,678,83,81,104,psychic,,6,0
['No Guard'],"14,25",80,5120,325,180,Sword Pokémon,100,45,Honedge,50,679,35,37,28,steel,ghost,6,0
['No Guard'],"14,25",110,5120,448,90,Sword Pokémon,150,59,Doublade,50,680,45,49,35,steel,ghost,6,0
['Stance Change'],"14,25",150,5120,520,45,Royal Sword Pokémon,50,60,Aegislash,50,681,150,50,60,steel,ghost,6,0
"['Healer', 'Aroma Veil']","17,5",52,5120,341,200,Perfume Pokémon,60,78,Spritzee,50,682,63,65,23,fairy,,6,0
"['Healer', 'Aroma Veil']","17,5",72,5120,462,140,Fragrance Pokémon,72,101,Aromatisse,50,683,99,89,29,fairy,,6,0
"['Sweet Veil', 'Unburden']","17,5",48,5120,341,200,Cotton Candy Pokémon,66,62,Swirlix,50,684,59,57,49,fairy,,6,0
"['Sweet Veil', 'Unburden']","17,5",80,5120,480,140,Meringue Pokémon,86,82,Slurpuff,50,685,85,75,72,fairy,,6,0
"['Contrary', 'Suction Cups', 'Infiltrator']",21,54,5120,288,190,Revolving Pokémon,53,53,Inkay,50,686,37,46,45,dark,psychic,6,0
"['Contrary', 'Suction Cups', 'Infiltrator']",21,92,5120,482,80,Overturning Pokémon,88,86,Malamar,50,687,68,75,73,dark,psychic,6,0
"['Tough Claws', 'Sniper', 'Pickpocket']","21,25",52,5120,306,120,Two-Handed Pokémon,67,42,Binacle,50,688,39,56,50,rock,water,6,0
"['Tough Claws', 'Sniper', 'Pickpocket']","21,25",105,5120,500,45,Collective Pokémon,115,72,Barbaracle,50,689,54,86,68,rock,water,6,0
"['Poison Point', 'Poison Touch', 'Adaptability']",17,60,5120,320,225,Mock Kelp Pokémon,60,50,Skrelp,50,690,60,60,30,poison,water,6,0
"['Poison Point', 'Poison Touch', 'Adaptability']","18,25",75,5120,494,55,Mock Kelp Pokémon,90,65,Dragalge,50,691,97,123,44,poison,dragon,6,0
['Mega Launcher'],18,53,3840,330,225,Water Gun Pokémon,62,50,Clauncher,50,692,58,63,44,water,,6,0
['Mega Launcher'],18,73,3840,500,55,Howitzer Pokémon,88,71,Clawitzer,50,693,120,89,59,water,,6,0
"['Dry Skin', 'Sand Veil', 'Solar Power']","17,5",38,5120,289,190,Generator Pokémon,33,44,Helioptile,50,694,61,43,70,electric,normal,6,0
"['Dry Skin', 'Sand Veil', 'Solar Power']","17,5",55,5120,481,75,Generator Pokémon,52,62,Heliolisk,50,695,109,94,109,electric,normal,6,0
"['Strong Jaw', 'Sturdy']","21,25",89,7680,362,45,Royal Heir Pokémon,77,58,Tyrunt,"88,1",696,45,45,48,rock,dragon,6,0
"['Strong Jaw', 'Rock Head']","21,25",121,7680,521,45,Despot Pokémon,119,82,Tyrantrum,"88,1",697,69,59,71,rock,dragon,6,0
"['Refrigerate', 'Snow Warning']",26,59,7680,362,45,Tundra Pokémon,50,77,Amaura,"88,1",698,67,63,46,rock,ice,6,0
"['Refrigerate', 'Snow Warning']",26,77,7680,521,45,Tundra Pokémon,72,123,Aurorus,"88,1",699,99,92,58,rock,ice,6,0
"['Cute Charm', 'Pixilate']","17,5",65,8960,525,45,Intertwining Pokémon,65,95,Sylveon,"88,1",700,110,130,60,fairy,,6,0
"['Limber', 'Unburden', 'Mold Breaker']","19,75",92,5120,500,100,Wrestling Pokémon,75,78,Hawlucha,50,701,74,63,118,fighting,flying,6,0
"['Cheek Pouch', 'Pickup', 'Plus']","16,5",58,5120,431,180,Antenna Pokémon,57,67,Dedenne,50,702,81,67,101,electric,fairy,6,0
"['Clear Body', 'Sturdy']","20,5",50,6400,500,60,Jewel Pokémon,150,50,Carbink,,703,50,150,50,rock,fairy,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",19,50,10240,300,45,Soft Tissue Pokémon,35,45,Goomy,50,704,55,75,40,dragon,,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",19,75,10240,452,45,Soft Tissue Pokémon,53,68,Sliggoo,50,705,83,113,60,dragon,,6,0
"['Sap Sipper', 'Hydration', 'Gooey']",19,100,10240,600,45,Dragon Pokémon,70,90,Goodra,50,706,110,150,80,dragon,,6,0
"['Prankster', 'Magician']","13,25",80,5120,470,75,Key Ring Pokémon,91,57,Klefki,50,707,80,87,75,steel,fairy,6,0
"['Natural Cure', 'Frisk', 'Harvest']",19,70,5120,309,120,Stump Pokémon,48,43,Phantump,50,708,50,60,38,ghost,grass,6,0
"['Natural Cure', 'Frisk', 'Harvest']",19,110,5120,474,60,Elder Tree Pokémon,76,85,Trevenant,50,709,65,82,56,ghost,grass,6,0
"['Pickup', 'Frisk', 'Insomnia']",19,66,5120,335,120,Pumpkin Pokémon,70,59,Pumpkaboo,50,710,44,55,41,ghost,grass,6,0
"['Pickup', 'Frisk', 'Insomnia']",19,100,5120,494,60,Pumpkin Pokémon,122,85,Gourgeist,50,711,58,75,54,ghost,grass,6,0
"['Own Tempo', 'Ice Body', 'Sturdy']","21,5",69,5120,304,190,Ice Chunk Pokémon,85,55,Bergmite,50,712,32,35,28,ice,,6,0
"['Own Tempo', 'Ice Body', 'Sturdy']","21,5",117,5120,514,55,Iceberg Pokémon,184,95,Avalugg,50,713,44,46,28,ice,,6,0
"['Frisk', 'Infiltrator', 'Telepathy']","20,25",30,5120,245,190,Sound Wave Pokémon,35,40,Noibat,50,714,45,40,55,flying,dragon,6,0
"['Frisk', 'Infiltrator', 'Telepathy']","20,25",70,5120,535,45,Sound Wave Pokémon,80,85,Noivern,50,715,97,80,123,flying,dragon,6,0
['Fairy Aura'],"17,5",131,30720,680,45,Life Pokémon,95,126,Xerneas,,716,131,98,99,fairy,,6,1
['Dark Aura'],"18,5",131,30720,680,45,Destruction Pokémon,95,126,Yveltal,,717,131,98,99,dark,flying,6,1
"['Aura Break', 'Power Construct']","20,5",100,30720,708,3,Order Pokémon,121,216,Zygarde,,718,91,95,85,dragon,ground,6,1
['Clear Body'],"20,5",160,6400,700,3,Jewel Pokémon,110,50,Diancie,,719,160,110,110,rock,fairy,6,1
['Magician'],21,160,30720,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,80,Hoopa,,720,170,130,80,psychic,ghost,6,1
['Water Absorb'],"17,75",110,30720,600,3,Steam Pokémon,120,80,Volcanion,,721,130,90,70,fire,water,6,1
"['Overgrow', 'Long Reach']","22,25",55,3840,320,45,Grass Quill Pokémon,55,68,Rowlet,"88,1",722,50,50,42,grass,flying,7,0
"['Overgrow', 'Long Reach']","22,25",75,3840,420,45,Blade Quill Pokémon,75,78,Dartrix,"88,1",723,70,70,52,grass,flying,7,0
"['Overgrow', 'Long Reach']",19,107,3840,530,45,Arrow Quill Pokémon,75,78,Decidueye,"88,1",724,100,100,70,grass,ghost,7,0
"['Blaze', 'Intimidate']",18,65,3840,320,45,Fire Cat Pokémon,40,45,Litten,"88,1",725,60,40,70,fire,,7,0
"['Blaze', 'Intimidate']",18,85,3840,420,45,Fire Cat Pokémon,50,65,Torracat,"88,1",726,80,50,90,fire,,7,0
"['Blaze', 'Intimidate']",18,115,3840,530,45,Heel Pokémon,90,95,Incineroar,"88,1",727,80,90,60,fire,dark,7,0
"['Torrent', 'Liquid Voice']",18,54,3840,320,45,Sea Lion Pokémon,54,50,Popplio,"88,1",728,66,56,40,water,,7,0
"['Torrent', 'Liquid Voice']",18,69,3840,420,45,Pop Star Pokémon,69,60,Brionne,"88,1",729,91,81,50,water,,7,0
"['Torrent', 'Liquid Voice']",17,74,3840,530,45,Soloist Pokémon,74,80,Primarina,"88,1",730,126,116,60,water,fairy,7,0
"['Keen Eye', 'Skill Link', 'Pickup']",18,75,3840,265,255,Woodpecker Pokémon,30,35,Pikipek,50,731,30,30,65,normal,flying,7,0
"['Keen Eye', 'Skill Link', 'Pickup']",18,85,3840,355,120,Bugle Beak Pokémon,50,55,Trumbeak,50,732,40,50,75,normal,flying,7,0
"['Keen Eye', 'Skill Link', 'Sheer Force']",18,120,3840,485,45,Cannon Pokémon,75,80,Toucannon,50,733,75,75,60,normal,flying,7,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",18,70,3840,253,255,Loitering Pokémon,30,48,Yungoos,50,734,30,30,45,normal,,7,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",18,110,3840,418,127,Stakeout Pokémon,60,88,Gumshoos,50,735,55,60,45,normal,,7,0
['Swarm'],"19,5",62,3840,300,255,Larva Pokémon,45,47,Grubbin,50,736,55,45,46,bug,,7,0
['Battery'],18,82,3840,400,120,Battery Pokémon,95,57,Charjabug,50,737,55,75,36,bug,electric,7,0
['Levitate'],18,70,3840,500,45,Stag Beetle Pokémon,90,77,Vikavolt,50,738,145,75,43,bug,electric,7,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']","19,5",82,5120,338,225,Boxing Pokémon,57,47,Crabrawler,50,739,42,47,63,fighting,,7,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']","22,5",132,5120,478,60,Woolly Crab Pokémon,77,97,Crabominable,50,740,62,67,43,fighting,ice,7,0
['Dancer'],"18,5",70,5120,476,45,Dancing Pokémon,70,75,Oricorio,"24,6",741,98,70,93,fire,flying,7,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']","19,25",45,5120,304,190,Bee Fly Pokémon,40,40,Cutiefly,50,742,55,40,84,bug,fairy,7,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']","19,25",55,5120,464,75,Bee Fly Pokémon,60,60,Ribombee,50,743,95,70,124,bug,fairy,7,0
"['Keen Eye', 'Vital Spirit', 'Steadfast']",21,65,3840,280,190,Puppy Pokémon,40,45,Rockruff,50,744,30,40,60,rock,,7,0
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",21,115,3840,487,90,Wolf Pokémon,75,85,Lycanroc,50,745,55,75,82,rock,,7,0
['Schooling'],18,140,3840,620,60,Small Fry Pokémon,130,45,Wishiwashi,50,746,140,135,30,water,,7,0
"['Merciless', 'Limber', 'Regenerator']",17,53,5120,305,190,Brutal Star Pokémon,62,50,Mareanie,50,747,43,52,45,poison,water,7,0
"['Merciless', 'Limber', 'Regenerator']",17,63,5120,495,75,Brutal Star Pokémon,152,50,Toxapex,50,748,53,142,35,poison,water,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",19,100,5120,385,190,Donkey Pokémon,70,70,Mudbray,50,749,45,55,45,ground,,7,0
"['Own Tempo', 'Stamina', 'Inner Focus']",19,125,5120,500,60,Draft Horse Pokémon,100,100,Mudsdale,50,750,55,85,35,ground,,7,0
"['Water Bubble', 'Water Absorb']","18,5",40,3840,269,200,Water Bubble Pokémon,52,38,Dewpider,50,751,40,72,27,water,bug,7,0
"['Water Bubble', 'Water Absorb']","18,5",70,3840,454,100,Water Bubble Pokémon,92,68,Araquanid,50,752,50,132,42,water,bug,7,0
"['Leaf Guard', 'Contrary']",21,55,5120,250,190,Sickle Grass Pokémon,35,40,Fomantis,50,753,50,35,35,grass,,7,0
"['Leaf Guard', 'Contrary']",21,105,5120,480,75,Bloom Sickle Pokémon,90,70,Lurantis,50,754,80,90,45,grass,,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",21,35,5120,285,190,Illuminating Pokémon,55,40,Morelull,50,755,65,75,15,grass,fairy,7,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",21,45,5120,405,75,Illuminating Pokémon,80,60,Shiinotic,50,756,90,100,30,grass,fairy,7,0
